0.509753 0.478541 0.485364 0.515599 0.515551,BJA,Gbest:55,Lbest:-1094
0.509753 0.478541 0.485364 0.515599 0.515551,BJA,Gbest:55,Lbest:-1085
0.509753 0.478541 0.485364 0.5156 0.515582,BJA,Gbest:55,Lbest:-1070
0.509753 0.478541 0.484876 0.5156 0.515597,BJA,Gbest:55,Lbest:-1098
0.511706 0.477564 0.484632 0.5156 0.515597,BJA,Gbest:55,Lbest:-1087
0.511706 0.477076 0.48451 0.5156 0.515597,BJA,Gbest:55,Lbest:-1082
0.513659 0.477076 0.484449 0.5156 0.515599,BJA,Gbest:55,Lbest:-1114
0.514636 0.477076 0.484418 0.5156 0.5156,BJA,Gbest:55,Lbest:-1083
0.514636 0.476832 0.484403 0.5156 0.5156,BJA,Gbest:55,Lbest:-1085
0.515124 0.476832 0.484401 0.5156 0.5156,BJA,Gbest:55,Lbest:-1091
0.515124 0.476832 0.4844 0.515601 0.5156,BJA,Gbest:55,Lbest:-1097
0.515124 0.476832 0.4844 0.515601 0.5156,BJA,Gbest:55,Lbest:-1095
0.515368 0.476832 0.4844 0.515601 0.5156,BJA,Gbest:55,Lbest:-1094
0.515368 0.47671 0.4844 0.515602 0.5156,BJA,Gbest:55,Lbest:-1088
0.51549 0.47671 0.4844 0.515602 0.5156,BJA,Gbest:55,Lbest:-1084
0.51549 0.47671 0.4844 0.515602 0.5156,BJA,Gbest:55,Lbest:-1094
0.515551 0.476649 0.4844 0.515602 0.5156,BJA,Gbest:55,Lbest:-1090
0.515551 0.476618 0.484399 0.515602 0.5156,BJA,Gbest:55,Lbest:-1085
0.515551 0.476618 0.484398 0.515602 0.5156,BJA,Gbest:55,Lbest:-1081
0.515582 0.476618 0.484396 0.515602 0.515601,BJA,Gbest:55,Lbest:-1106
0.515582 0.476603 0.484392 0.515602 0.515601,BJA,Gbest:55,Lbest:-1079
0.515582 0.476601 0.484385 0.515602 0.515601,BJA,Gbest:55,Lbest:-1091
0.515582 0.4766 0.484385 0.515602 0.515601,BJA,Gbest:55,Lbest:-1093
0.515597 0.4766 0.48437 0.515604 0.515601,BJA,Gbest:55,Lbest:-1106
0.515597 0.4766 0.48437 0.515604 0.515602,BJA,Gbest:55,Lbest:-1107
0.515599 0.4766 0.484339 0.515604 0.515604,BJA,Gbest:55,Lbest:-1089
0.515599 0.4766 0.484278 0.515604 0.515604,BJA,Gbest:55,Lbest:-1065
0.5156 0.4766 0.484156 0.515604 0.515608,BJA,Gbest:55,Lbest:-1094
0.5156 0.476598 0.483912 0.515604 0.515615,BJA,Gbest:55,Lbest:-1098
0.5156 0.476598 0.483424 0.515604 0.515615,BJA,Gbest:55,Lbest:-1093
0.5156 0.476594 0.483424 0.515604 0.51563,BJA,Gbest:55,Lbest:-1089
0.5156 0.476594 0.483424 0.515608 0.51563,BJA,Gbest:55,Lbest:-1111
0.5156 0.476594 0.482447 0.515615 0.51563,BJA,Gbest:55,Lbest:-1088
0.5156 0.476594 0.480494 0.51563 0.515661,BJA,Gbest:55,Lbest:-1100
0.5156 0.476594 0.480494 0.515661 0.515722,BJA,Gbest:55,Lbest:-1087
0.5156 0.476594 0.478541 0.515661 0.515722,BJA,Gbest:61,Lbest:61
0.5156 0.476594 0.478541 0.515661 0.484156,BJA,Gbest:61,Lbest:-1092
0.484399 0.523413 0.478541 0.515661 0.484156,BJA,Gbest:61,Lbest:-1087
0.484398 0.523413 0.477564 0.515722 0.484156,BJA,Gbest:61,Lbest:-1092
0.484396 0.523413 0.477564 0.515844 0.484156,BJA,Gbest:61,Lbest:-1081
0.484392 0.523413 0.477564 0.516088 0.484156,BJA,Gbest:61,Lbest:-1097
0.484385 0.523413 0.477076 0.516088 0.483912,BJA,Gbest:61,Lbest:-1105
0.484385 0.523429 0.476832 0.516088 0.483424,BJA,Gbest:61,Lbest:61
0.48437 0.523459 0.47671 0.516576 0.482447,BJA,Gbest:61,Lbest:-1073
0.484339 0.523459 0.476649 0.516576 0.482447,BJA,Gbest:61,Lbest:-1084
0.484339 0.523459 0.476618 0.517553 0.482447,BJA,Gbest:61,Lbest:-1058
0.484278 0.523459 0.476603 0.517553 0.482447,BJA,Gbest:61,Lbest:-1081
0.484156 0.523459 0.476603 0.519506 0.480494,BJA,Gbest:61,Lbest:-1104
0.484156 0.523459 0.476601 0.519506 0.480494,BJA,Gbest:61,Lbest:-1083
0.483912 0.523459 0.476601 0.519506 0.478541,BJA,Gbest:61,Lbest:-1081
0.483912 0.52352 0.4766 0.519506 0.478541,BJA,Gbest:61,Lbest:-1093
0.483912 0.52352 0.476598 0.521459 0.478541,BJA,Gbest:61,Lbest:-1084
0.483912 0.52352 0.476594 0.521459 0.478541,BJA,Gbest:61,Lbest:-1066
0.483912 0.523642 0.476587 0.521459 0.477564,BJA,Gbest:61,Lbest:-1066
0.483424 0.523642 0.476571 0.522436 0.477076,BJA,Gbest:61,Lbest:-1089
0.482447 0.523886 0.476541 0.522436 0.477076,BJA,Gbest:61,Lbest:-1074
0.482447 0.524375 0.47648 0.522436 0.476832,BJA,Gbest:61,Lbest:-1072
0.480494 0.525351 0.47648 0.522436 0.47671,BJA,Gbest:61,Lbest:-1070
0.478541 0.525351 0.47648 0.522924 0.476649,BJA,Gbest:61,Lbest:-1108
0.478541 0.525351 0.476358 0.523168 0.476649,BJA,Gbest:61,Lbest:-1087
0.477564 0.527304 0.476358 0.523168 0.476649,BJA,Gbest:61,Lbest:-1094
0.477076 0.527304 0.476114 0.523168 0.476618,BJA,Gbest:61,Lbest:-1095
0.476832 0.527304 0.476114 0.523168 0.476618,BJA,Gbest:61,Lbest:-1103
0.476832 0.529257 0.475625 0.52329 0.476603,BJA,Gbest:61,Lbest:-1075
0.47671 0.530234 0.474649 0.52329 0.476603,BJA,Gbest:61,Lbest:-1066
0.476649 0.530722 0.472696 0.523351 0.476601,BJA,Gbest:61,Lbest:-1103
0.476618 0.530722 0.472696 0.523382 0.476601,BJA,Gbest:61,Lbest:-1074
0.476603 0.530966 0.470743 0.523382 0.476601,BJA,Gbest:61,Lbest:-1073
0.476603 0.530966 0.469766 0.523382 0.4766,BJA,Gbest:61,Lbest:-1079
0.476603 0.531089 0.469278 0.523397 0.4766,BJA,Gbest:61,Lbest:-1094
0.476603 0.531089 0.469034 0.523397 0.4766,BJA,Gbest:61,Lbest:-1098
0.476603 0.531089 0.468911 0.523399 0.4766,BJA,Gbest:61,Lbest:-1088
0.476603 0.531089 0.468911 0.523399 0.476598,BJA,Gbest:61,Lbest:-1103
0.476603 0.53115 0.46885 0.523399 0.476598,BJA,Gbest:61,Lbest:-1084
0.476603 0.53115 0.46882 0.523399 0.476598,BJA,Gbest:61,Lbest:-1101
0.476603 0.53118 0.468805 0.523399 0.476594,BJA,Gbest:61,Lbest:-1082
0.476601 0.53118 0.468805 0.523399 0.476587,BJA,Gbest:61,Lbest:-1079
0.476601 0.531195 0.468801 0.523399 0.476571,BJA,Gbest:61,Lbest:-1071
0.476601 0.531195 0.4688 0.523399 0.476541,BJA,Gbest:61,Lbest:-1070
0.4766 0.531195 0.4688 0.523399 0.47648,BJA,Gbest:61,Lbest:-1059
0.476598 0.531195 0.4688 0.5234 0.47648,BJA,Gbest:61,Lbest:-1094
0.476598 0.531195 0.4688 0.523402 0.476358,BJA,Gbest:61,Lbest:-1055
0.476594 0.531195 0.4688 0.523406 0.476114,BJA,Gbest:61,Lbest:-1107
0.476587 0.531195 0.4688 0.523413 0.475625,BJA,Gbest:61,Lbest:-1091
0.476571 0.531199 0.468799 0.523429 0.475625,BJA,Gbest:61,Lbest:-1087
0.476541 0.5312 0.468798 0.523429 0.475625,BJA,Gbest:61,Lbest:-1070
0.476541 0.5312 0.468798 0.523429 0.475625,BJA,Gbest:61,Lbest:-1104
0.47648 0.5312 0.468796 0.523429 0.474649,BJA,Gbest:61,Lbest:-1078
0.47648 0.5312 0.468796 0.523429 0.472696,BJA,Gbest:61,Lbest:-1083
0.476358 0.5312 0.468796 0.523459 0.470743,BJA,Gbest:61,Lbest:-1100
0.476358 0.5312 0.468793 0.523459 0.470743,BJA,Gbest:61,Lbest:-1102
0.476114 0.5312 0.468793 0.523459 0.470743,BJA,Gbest:61,Lbest:-1083
0.475625 0.5312 0.468785 0.523459 0.469766,BJA,Gbest:61,Lbest:-1097
0.475625 0.5312 0.46877 0.523459 0.469766,BJA,Gbest:61,Lbest:-1085
0.474649 0.5312 0.468739 0.52352 0.469278,BJA,Gbest:61,Lbest:-1093
0.472696 0.5312 0.468739 0.52352 0.469034,BJA,Gbest:61,Lbest:-1084
0.470743 0.5312 0.468678 0.52352 0.468911,BJA,Gbest:61,Lbest:-1062
0.469766 0.531201 0.468556 0.523642 0.46885,BJA,Gbest:61,Lbest:-1088
0.469278 0.531201 0.468556 0.523642 0.46882,BJA,Gbest:61,Lbest:-1087
0.469278 0.531201 0.468312 0.523642 0.468805,BJA,Gbest:61,Lbest:40
0.469278 0.531201 0.467824 0.523642 0.468805,BJA,Gbest:61,Lbest:-1087
0.469034 0.531201 0.466847 0.523642 0.468805,BJA,Gbest:61,Lbest:-1067
0.468911 0.531202 0.464894 0.523642 0.468801,BJA,Gbest:61,Lbest:-1092
0.46885 0.531202 0.462941 0.523642 0.468801,BJA,Gbest:61,Lbest:-1076
0.46882 0.531202 0.462941 0.523642 0.468801,BJA,Gbest:61,Lbest:-1063
0.468805 0.531204 0.461964 0.523642 0.4688,BJA,Gbest:61,Lbest:-1069
0.468805 0.531204 0.461476 0.523886 0.4688,BJA,Gbest:61,Lbest:-1111
0.468805 0.531204 0.461232 0.523886 0.4688,BJA,Gbest:61,Lbest:-1083
0.468801 0.531204 0.461232 0.524375 0.4688,BJA,Gbest:61,Lbest:-1080
0.4688 0.531204 0.46111 0.524375 0.4688,BJA,Gbest:61,Lbest:-1105
0.4688 0.531204 0.46111 0.525351 0.4688,BJA,Gbest:61,Lbest:-1079
0.4688 0.531204 0.461049 0.527304 0.4688,BJA,Gbest:61,Lbest:-1072
0.4688 0.531207 0.461049 0.529257 0.4688,BJA,Gbest:61,Lbest:-1063
0.4688 0.531207 0.461049 0.530234 0.4688,BJA,Gbest:61,Lbest:-1068
0.468799 0.531207 0.461018 0.530722 0.4688,BJA,Gbest:61,Lbest:-1086
0.468799 0.531207 0.461003 0.530722 0.468799,BJA,Gbest:61,Lbest:-1070
0.468799 0.531215 0.461001 0.530966 0.468798,BJA,Gbest:61,Lbest:-1089
0.468798 0.531215 0.461 0.531089 0.468796,BJA,Gbest:61,Lbest:-1073
0.468798 0.53123 0.461 0.531089 0.468796,BJA,Gbest:61,Lbest:-1076
0.468796 0.53123 0.461 0.53115 0.468793,BJA,Gbest:61,Lbest:-1109
0.468796 0.531261 0.461 0.53118 0.468785,BJA,Gbest:61,Lbest:-1064
0.468793 0.531261 0.460999 0.53118 0.46877,BJA,Gbest:61,Lbest:-1090
0.468793 0.531261 0.460999 0.53118 0.46877,BJA,Gbest:61,Lbest:-1081
0.468793 0.531261 0.460999 0.53118 0.468739,BJA,Gbest:61,Lbest:-1095
0.468785 0.531261 0.460999 0.531195 0.468739,BJA,Gbest:61,Lbest:-1108
0.468785 0.531322 0.460998 0.531199 0.468739,BJA,Gbest:61,Lbest:-1080
0.468785 0.531444 0.460996 0.531199 0.468739,BJA,Gbest:61,Lbest:-1065
0.468785 0.531444 0.460996 0.531199 0.468678,BJA,Gbest:61,Lbest:-1097
0.46877 0.531444 0.460993 0.5312 0.468556,BJA,Gbest:61,Lbest:-1106
0.468739 0.531688 0.460985 0.5312 0.468312,BJA,Gbest:61,Lbest:-1096
0.468678 0.531688 0.46097 0.5312 0.468312,BJA,Gbest:61,Lbest:-1104
0.468556 0.531688 0.46097 0.5312 0.468312,BJA,Gbest:61,Lbest:-1067
0.468556 0.531688 0.460939 0.5312 0.468312,BJA,Gbest:61,Lbest:-1086
0.468556 0.531688 0.460939 0.5312 0.468312,BJA,Gbest:61,Lbest:-1089
0.468312 0.531688 0.460878 0.531201 0.468312,BJA,Gbest:61,Lbest:-1090
0.467824 0.532176 0.460756 0.531201 0.467824,BJA,Gbest:61,Lbest:-1065
0.466847 0.533153 0.460512 0.531201 0.467824,BJA,Gbest:61,Lbest:-1090
0.466847 0.535106 0.460024 0.531201 0.466847,BJA,Gbest:61,Lbest:-1096
0.464894 0.535106 0.460024 0.531202 0.466847,BJA,Gbest:61,Lbest:-1112
0.462941 0.535106 0.459047 0.531204 0.464894,BJA,Gbest:61,Lbest:-1067
0.462941 0.537059 0.459047 0.531207 0.464894,BJA,Gbest:61,Lbest:-1068
0.462941 0.537059 0.459047 0.531207 0.462941,BJA,Gbest:61,Lbest:-1116
0.462941 0.537059 0.459047 0.531215 0.461964,BJA,Gbest:61,Lbest:-1097
0.461964 0.537059 0.459047 0.53123 0.461476,BJA,Gbest:61,Lbest:-1094
0.461964 0.537059 0.457094 0.531261 0.461232,BJA,Gbest:61,Lbest:-1087
0.461964 0.538036 0.455141 0.531261 0.46111,BJA,Gbest:61,Lbest:-1079
0.461964 0.538524 0.454164 0.531322 0.46111,BJA,Gbest:61,Lbest:-1074
0.461476 0.538524 0.453676 0.531322 0.461049,BJA,Gbest:61,Lbest:-1105
0.461476 0.538524 0.453676 0.531444 0.461018,BJA,Gbest:61,Lbest:-1087
0.461476 0.538524 0.453432 0.531444 0.461003,BJA,Gbest:61,Lbest:-1099
0.461232 0.538524 0.45331 0.531444 0.461003,BJA,Gbest:61,Lbest:-1086
0.461232 0.538524 0.453249 0.531444 0.461003,BJA,Gbest:61,Lbest:-1102
0.46111 0.538524 0.453218 0.531688 0.461001,BJA,Gbest:61,Lbest:-1090
0.46111 0.538524 0.453218 0.531688 0.461001,BJA,Gbest:61,Lbest:-1101
0.46111 0.538524 0.453203 0.531688 0.461001,BJA,Gbest:61,Lbest:-1085
0.461049 0.538524 0.453203 0.532176 0.461,BJA,Gbest:61,Lbest:-1095
0.461018 0.538524 0.453201 0.532176 0.461,BJA,Gbest:61,Lbest:-1088
0.461003 0.538524 0.4532 0.532176 0.461,BJA,Gbest:61,Lbest:-1074
0.461003 0.538524 0.4532 0.532176 0.460999,BJA,Gbest:61,Lbest:-1077
0.461001 0.538524 0.4532 0.532176 0.460999,BJA,Gbest:61,Lbest:-1069
0.461 0.538524 0.4532 0.532176 0.460998,BJA,Gbest:61,Lbest:-1096
0.461 0.538524 0.4532 0.532176 0.460996,BJA,Gbest:61,Lbest:-1084
0.461 0.538768 0.4532 0.533153 0.460993,BJA,Gbest:61,Lbest:-1081
0.461 0.53889 0.4532 0.535106 0.460985,BJA,Gbest:61,Lbest:-1090
0.461 0.53889 0.4532 0.537059 0.46097,BJA,Gbest:61,Lbest:-1102
0.461 0.538951 0.453199 0.537059 0.460939,BJA,Gbest:61,Lbest:-1081
0.461 0.538951 0.453199 0.537059 0.460878,BJA,Gbest:61,Lbest:-1077
0.460999 0.538982 0.453198 0.537059 0.460756,BJA,Gbest:61,Lbest:-1085
0.460999 0.538997 0.453198 0.538036 0.460756,BJA,Gbest:61,Lbest:-1082
0.460999 0.538999 0.453196 0.538036 0.460512,BJA,Gbest:61,Lbest:-1115
0.460999 0.539 0.453192 0.538524 0.460512,BJA,Gbest:61,Lbest:-1084
0.460999 0.539 0.453185 0.538524 0.460512,BJA,Gbest:61,Lbest:-1094
0.460998 0.539 0.45317 0.538524 0.460024,BJA,Gbest:61,Lbest:49
0.460998 0.539 0.45317 0.538524 0.459047,BJA,Gbest:61,Lbest:-1084
0.460996 0.539 0.453139 0.538524 0.457094,BJA,Gbest:61,Lbest:-1084
0.460993 0.539001 0.453139 0.538524 0.457094,BJA,Gbest:61,Lbest:-1074
0.460993 0.539001 0.453139 0.538524 0.455141,BJA,Gbest:61,Lbest:-1070
0.460985 0.539001 0.453078 0.538524 0.455141,BJA,Gbest:61,Lbest:50
0.46097 0.539001 0.453078 0.538524 0.454164,BJA,Gbest:61,Lbest:-1066
0.460939 0.539002 0.453078 0.538524 0.453676,BJA,Gbest:61,Lbest:-1057
0.460939 0.539004 0.452956 0.538768 0.453676,BJA,Gbest:61,Lbest:-1073
0.460878 0.539007 0.452712 0.538768 0.453432,BJA,Gbest:61,Lbest:-1079
0.460756 0.539007 0.452224 0.538768 0.45331,BJA,Gbest:61,Lbest:-1089
0.460512 0.539007 0.452224 0.538768 0.45331,BJA,Gbest:61,Lbest:-1075
0.460024 0.539007 0.452224 0.538768 0.45331,BJA,Gbest:61,Lbest:-1082
0.459047 0.539007 0.452224 0.538768 0.45331,BJA,Gbest:61,Lbest:-1103
0.459047 0.539015 0.451247 0.53889 0.45331,BJA,Gbest:61,Lbest:-1083
0.457094 0.539015 0.451247 0.538951 0.453249,BJA,Gbest:61,Lbest:-1078
0.455141 0.53903 0.451247 0.538951 0.453249,BJA,Gbest:61,Lbest:-1085
0.455141 0.539061 0.449294 0.538951 0.453218,BJA,Gbest:61,Lbest:-1095
0.454164 0.539122 0.447341 0.538982 0.453203,BJA,Gbest:61,Lbest:-1084
0.453676 0.539122 0.446364 0.538997 0.453203,BJA,Gbest:61,Lbest:-1074
0.453432 0.539122 0.446364 0.538999 0.453203,BJA,Gbest:61,Lbest:-1087
0.453432 0.539122 0.445876 0.538999 0.453203,BJA,Gbest:61,Lbest:-1066
0.453432 0.539244 0.445876 0.538999 0.453201,BJA,Gbest:61,Lbest:-1089
0.45331 0.539244 0.445632 0.539 0.4532,BJA,Gbest:61,Lbest:-1096
0.453249 0.539488 0.445632 0.539 0.4532,BJA,Gbest:61,Lbest:-1101
0.453218 0.539488 0.445632 0.539 0.4532,BJA,Gbest:61,Lbest:-1075
0.453218 0.539488 0.44551 0.539 0.4532,BJA,Gbest:61,Lbest:-1088
0.453203 0.539976 0.445449 0.539 0.4532,BJA,Gbest:61,Lbest:-1077
0.453203 0.540953 0.445418 0.539 0.4532,BJA,Gbest:61,Lbest:-1091
0.453203 0.542906 0.445403 0.539001 0.4532,BJA,Gbest:61,Lbest:-1090
0.453203 0.542906 0.445403 0.539001 0.4532,BJA,Gbest:61,Lbest:-1088
0.453203 0.544859 0.445401 0.539001 0.4532,BJA,Gbest:61,Lbest:-1086
0.453203 0.545836 0.4454 0.539002 0.4532,BJA,Gbest:61,Lbest:-1091
0.453203 0.545836 0.445398 0.539002 0.4532,BJA,Gbest:61,Lbest:-1093
